name,link,price,subtitle,highlight,price-indicator,seller-info,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204114533925,£18650,1.4L SE Nav TSI 5dr,Buy online. Home delivery,Good price,Cazoo,9247,123,Automatic,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203294072081,£18495,2.0 TDI BlueMotion Tech GTD Euro 6 (s/s) 5dr,2 OWNERS F.S.H SAT NAV,Great price,The Car Lot.,36000,,Manual,Diesel,2,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201101199687,£15995,1.0 TSI SE Nav (s/s) 5dr,FDSH+Manufact. Warranty+SatNav,Good price,Premier Car Sales Limited,19995,,Manual,Petrol,,Hatchback,ULEZ,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204024220557,£16300,1.6 TDI GT 5dr,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Motorstore (Huddersfield),37649,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203023090504,£15999,Volkswagen Golf 1.4 TSI 125 SE Nav 5dr,Park Sensors | Bluetooth | Nav,Good price,Available Car Supermarket - Leeds,27672,,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204074397333,£18991,MK7 Facelift 2.0 TDI R-Line 150PS DSG 5dr + 18inch ALLOY UPGRADE,"**UPGRADED 18"" JURVA ALLOYS**",Good price,Sinclair Volkswagen (Swansea),34744,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202182713495,£17760,1.4 TSI SE Nav Hatchback 5dr Petrol DSG (s/s) (125 ps),Only 16208 miles,Good price,Keighley Kia and Mazda,16208,,Automatic,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203083312509,£16700,1.4 TSI SE [Nav] 5dr,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Motorstore/Fiat/Jeep/Abarth/Alfa Romeo (Leeds),21685,,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202111239879012,£15490,1.6 SE NAVIGATION TDI BLUEMOTION TECHNOLOGY 5d 114 BHP,1 FORMER KEEPER~ULEZ COMPLIANT,Great price,Swift Cars,24108,114,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202232853641,£15491,MK7 Facelift 1.6 TDI SE Nav 115PS 5Dr,2 Years Warranty and Breakdown,Fair price,Western Volkswagen Fort Kinnaird,39844,,Manual,Diesel,2,Hatchback,ULEZ,1.6L,2017
Volkswagen E-Golf,https://www.autotrader.co.uk/car-details/202204124585358,£19700,85kW e-Golf 5dr Auto,Sat Nav / Driving Modes,Great price,Peter Vardy Carz Glasgow,13200,,Automatic,Electric,3,Hatchback,,,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201251744900,£15480,1.4 TSI SE Nav DSG (s/s) 5dr,Service History Sat Nav,Lower price,Vision Motors Direct Ltd,37000,,Automatic,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204024241197,£16500,1.6 TDI GT 5dr Satellite Navigation,Collect at your local CarShop,Fair price,CarShop Norwich,30343,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202111119466435,£15995,1.6 GT EDITION TDI BLUEMOTION TECHNOLOGY 3d 109 BHP SUNROOF,,Fair price,Crawford Clarke Cars,27448,109,Manual,Diesel,,Hatchback,ULEZ,1.6L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202232860192,£13499,1.4 TSI BlueMotion Tech S DSG (s/s) 5dr,£99 HOME DELIVER OPTIONS,Great price,Carpoint UK Motor Company,24527,,Automatic,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203253926332,£15498,1.6 TDI SE [Nav] 5dr,APPLE CARPLAY | ANDROID AUTO,Good price,CarSupermarket.com Click & Collect,26509,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204094475303,£16490,MK7 Facelift 1.0 TSI SE NAV 110PS DSG E 5dr,,Great price,Marshall SKODA Oxford,16986,,Automatic,Petrol,2,Hatchback,ULEZ,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203033157395,£16520,1.4 TSI 125 Match Edition 5dr DSG,Sat Nav|Power fold mirrors,Great price,Evans Halshaw Citroen Darlington,15885,123,Automatic,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf Diesel Hatchback,https://www.autotrader.co.uk/car-details/202204014183136,£19274,1.6 TDI SE [Nav] 5dr DSG,"16"" ALLOYS+SAT NAV+",,Inchcape Volkswagen Chester,11515,,Automatic,Diesel,,Hatchback,,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201211624735,£19449,2.0 GTD TDI 5d 182 BHP,FINANCE NOW...PAY JUNE!!!!,Good price,Driven of York,36850,182,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204084434167,£16995,1.5 TSI EVO 150 GT 5dr,,Fair price,PRESTIGE MOTORS NI,33000,,Manual,Petrol,,Hatchback,ULEZ,1.5L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203314163085,£19990,GTD 2.0 TDI 184PS Manual 3dr,LOW MILEAGE|NAV|CRUISE CONTROL,Fair price,Robinsons Volkswagen Norwich,28748,,Manual,Diesel,2,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203233858410,£15750,1.6 TDI BlueMotion Tech GT Euro 6 (s/s) 5dr,12months WARRANTY included!!,Good price,Speedwell Online,35000,,Manual,Diesel,2,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204024236695,£18495,MK7 Facelift 1.5 TSI GT EVO 150PS DSG 5Dr,24 Months VW Approved Warranty,Great price,Martins Volkswagen Andover,21698,,Automatic,Petrol,,Hatchback,ULEZ,1.5L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203253953987,£16495,1.6 TDI BlueMotion Tech GT Euro 6 (s/s) 3dr,*LOW MILES+SAT NAV+PARK CON*,Fair price,Abbey Motors,35000,,Manual,Diesel,2,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203183681778,£16080,1.4 TSI 150 GT Edition 5dr,Sport Seats Privacy Glass,Good price,Evans Halshaw Ford East Kilbride,36646,148,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203223832244,£12995,1.6 S TDI BLUEMOTION TECHNOLOGY 5d 114 BHP,,Good price,MPM Motor Company LTD,38795,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202232865325,£15500,1.5L SE Nav TSI EVO 5dr,Buy online. Home delivery,Good price,Cazoo,36810,128,Manual,Petrol,,Hatchback,ULEZ,1.5L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204164715779,£14999,1.4 SE NAVIGATION TSI BLUEMOTION TECHNOLOGY 5d 124 BHP Excellent MPG Low miles,Only £30 a year road tax!,Good price,Les Rayner Foxhunters Motor Co Ltd,32000,,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf Hatchback,https://www.autotrader.co.uk/car-details/202203153596443,£18361,1.4 TSI SE [Nav] 5dr,Sat Nav | Adaptive Cruise,Fair price,Inchcape Volkswagen Bury,8801,,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203043186037,£18195,1.6 TDI SE Nav DSG (s/s) 5dr,FREE 2-YEAR WARRANTY INCLUDED!,Fair price,M P Motor Company Ltd,7000,,Automatic,Diesel,,Estate,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203183682830,£16300,1.6 TDI SE [Nav] 5dr,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Motorstore (Leeds Roseville Road),25949,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf Hatchback,https://www.autotrader.co.uk/car-details/202201111214224,£16581,1.4 TSI SE [Nav] 5dr,Navigation system DAB radio,Good price,Inchcape Volkswagen Stockport,28438,,Manual,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203023113142,£15569,1.4 TSI SE Nav (s/s) 5dr,Android/Apple Cruise Control,Great price,Motor Range,25674,,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203223827484,£15999,1.6 Tdi Se [Nav] 5Dr,SAT NAV 2 YRS WARRANTY,Fair price,Volkswagen Newcastle,21493,,Manual,Diesel,3,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202082268932,£18300,GTD 2.0 3dr,EYECATCHING CAR  /LOW MILES,Good price,JT Hughes Telford Honda,32688,,Manual,Diesel,2,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204134604410,£20000,2.0 TDI 184 GTD 5dr,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Volkswagen (Linwood),34978,,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201271827047,£17999,2.0 Tdi Gt 5Dr Dsg,Low Mileage Parking sensors,Great price,Audi Hamilton,17345,,Automatic,Diesel,4,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf Diesel Hatchback,https://www.autotrader.co.uk/car-details/202203153576495,£18988,1.6 TDI SE [Nav] 5dr DSG,CRUISE SAT NAV B/TOOTH  USB!!!,Fair price,Inchcape Volkswagen Macclesfield,6522,,Automatic,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204074397845,£18173,MK7 Facelift 1.4 TSI SE Nav 125PS DSG 5 5dr,,Good price,Alan Day Volkswagen (Hampstead),20848,,Automatic,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203314157072,£19500,TDI 184 GTD 5dr 2.0,Reserve Online,Good price,Sytner Nottingham MINI,35594,,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202212792649,£15495,1.4 TSI 125 Match Edition 5dr DSG,,Good price,DSG Barrow,33598,123,Automatic,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204024236679,£15995,MK7 Facelift 1.0 TSI SE Nav 110PS 5D,Low Mileage,Good price,Corkills Of Wigan,14370,,Manual,Petrol,2,Hatchback,ULEZ,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204064381330,£14000,1.6 TDI R-Line Euro 6 (s/s) 5dr,,,Private seller,31000,,Manual,Diesel,,Hatchback,ULEZ,1.6L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203043197229,£15600,1.4L SE Nav TSI 5dr,Buy online. Home delivery,Good price,Cazoo,27668,123,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202162622614,£16499,1.4 Tsi 125 Match Edition 5Dr Dsg,2 Year Volkswagen Warranty,,Volkswagen Darlington,20487,,Automatic,Petrol,2,Hatchback,,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203073285389,£15969,1.6 TDI BlueMotion Tech SE Nav Euro 6 (s/s) 5dr,Park Aid Bluetooth CruiseCon,Good price,Motor Range,21486,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202110078236224,£16000,1.0 TSI Match BlueMotion Edition 5dr,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Motorstore (Stoke On Trent),24240,113,Automatic,Petrol,,Hatchback,ULEZ,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202182709631,£15660,1.4 TSI SE [Nav] 5dr,SD Card Reader Turbo Charger,Lower price,Evans Halshaw Ford East Kilbride,21150,,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203183687908,£13990,SE NAVIGATION TDI BLUEMOTION TECHNOLOGY 1.6 5dr,SatNavDrivers Assistance Pack,Great price,Agnew Autoexchange,28590,,Manual,Diesel,,Estate,ULEZ,1.6L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203253933484,£16250,1.6 TDI BlueMotion Tech GT Euro 6 (s/s) 5dr,,Good price,Llewellyn's Car Sales (Bargoed) Ltd,24695,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202110208684314,£19000,2.0 TDI 184 GTD 5dr,Reduced by a further £500!,Good price,Arnold Clark Motorstore (Edinburgh),39889,,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203284043761,£14950,1.4 TSI BlueMotion Tech SE Nav Euro 6 (s/s) 5dr,,,Private seller,29575,,Manual,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204134625026,£17495,1.5 GT TSI EVO 5d 148 BHP,**LOW MILES**,Good price,Outrams North Shields,27398,,Manual,Petrol,,Hatchback,ULEZ,1.5L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203223821444,£14950,1.6 TDI SE 5dr,Parking Sensors + App connect!,Good price,Peter Vardy Carz Dundee,23625,,Manual,Diesel,3,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203163628943,£19000,2.0 TDI 184 GTD 5dr,Sport Seats / Sport Suspension,Good price,Peter Vardy Carz Glasgow,39381,,Manual,Diesel,3,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202212776819,£14990,1.6 TDI SE [Nav] 5dr,MANUAL / DIESEL,Good price,Lexus Teesside,38047,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204064377830,£15350,1.6 TDI GT 5dr,Sat Nav | Bluetooth | Cruise,Good price,Evans Halshaw Renault Middlesbrough,39170,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202112300894070,£18995,2.0 TDI BlueMotion Tech GTD (s/s) 5dr,Full VW S-H / £30 Road Tax,Good price,Mcwilliams Car Sales,27711,181,Manual,Diesel,2,Estate,ULEZ,2.0L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202110228788212,£16000,1.6 TDI GT 5dr,Reduced by a further £500!,Good price,Arnold Clark Honda/MG (Linwood),30719,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202108045850180,£18000,2.0 GTD 3d 182 BHP Finance Available 3 Month Warranty,1 Owner S/History Long MOT,Lower price,CLYDE CAR SALES LIMITED,33050,182,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204064389107,£15999,1.5 GT TSI EVO 5d 148 BHP 128 Point Safety Inspection,Air Conditioning,Great price,H.P.L. Motors - Oldham (Greater Manchester),32000,,Manual,Petrol,,Hatchback,ULEZ,1.5L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204114561445,£17050,1.4L SE Nav TSI 5dr,Buy online. Home delivery,Good price,Cazoo,30813,123,Automatic,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf Hatchback,https://www.autotrader.co.uk/car-details/202110228775925,£16725,1.0 TSI 110 SE [Nav] 5dr,** APP-CONNECT ** USB **,Fair price,Inchcape Volkswagen Wirral,14611,,Manual,Petrol,3,Hatchback,ULEZ,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203183688017,£15969,1.6 TDI BlueMotion Tech SE Nav Euro 6 (s/s) 5dr,Front Assist Park Aid DAB,Good price,Motor Range,19752,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf Hatchback,https://www.autotrader.co.uk/car-details/202203173655293,£16035,1.4 TSI SE [Nav] 5dr,* BLUETOOTH * APP CONNECT *,Fair price,Inchcape Volkswagen Wirral,39428,,Manual,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204044308548,£17500,1.4 TSI SE Nav DSG Euro 6 (s/s) 5dr,,,Private seller,31503,,Automatic,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204084461270,£19450,2.0 R-LINE TDI BLUEMOTION TECHNOLOGY DSG 5d AUTO 148 BHP - Parking Sensors & DAB Radio,CLICK & COLLECT/HOME DELIVERY,Good price,Hilton Garage Ltd,24699,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204064383728,£15499,2.0 TDI SE NAV BMT DSG FVWSH!! HUGE SPEC! 5dr,NO PAYMENTS UNTIL JUNE 2022!,,All Cars Direct Limited,44,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203043196361,£19495,2.0 TDI BlueMotion Tech GTD Hatchback 5dr Diesel DSG (127 g/km 181 bhp),Fresh Arrival,Great price,Park's Motor Group East Kilbride Multi-Franchise Complex,26181,181,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204014190370,£17999,2.0 Tdi Gt Edition 5Dr Dsg,RESERVE ONLINE TODAY FOR £99,Good price,Usedirect Belfast 62 Boucher Road,19800,148,Automatic,Diesel,,Hatchback,ULEZ,2.0L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203163601910,£16299,2.0 GT TDI BLUEMOTION TECHNOLOGY 5d 148 BHP Bluetooth - Alloy Wheels,Parking Sensors - Sat Nav,Good price,HPL Preston,32000,,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202110288973170,£17000,1.6 TDI GT 5dr,Sat Nav + Parking Sensors!,Great price,Peter Vardy Carz Glasgow,11937,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203163605500,£16000,2.0 TDI SE [Nav] 3dr,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Volkswagen (Linwood),36172,,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203314148172,£19500,2.0 TDI 184 GTD BlueLine 5dr,Parking Sensors + Heated seats,Great price,Peter Vardy Carz Edinburgh,26197,,Manual,Diesel,3,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203083324646,£13620,1.6 TDI BlueMotion Tech Match Edition (s/s) 5dr,Full service history.,,Private seller,23000,108,Manual,Diesel,2,Hatchback,ULEZ,1.6L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203314165547,£16300,1.6 TDI SE [Nav] 5dr,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Renault/Dacia (Grangemouth),23849,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204014193224,£18600,2.0 TDI GTD 184PS 3dr,Bluetooth | Diesel Economy,Great price,Thomson & Potter Skoda Perth,30357,,Manual,Diesel,2,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203123477061,£17499,1.5 GT TSI EVO 5dr,LOW MILES & PARKING SENSORS,Good price,Tustain Motors,27380,,Manual,Petrol,,Hatchback,ULEZ,1.5L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204084434725,£20000,TSI GTI 5dr DSG 2.0,Reserve Online,Lower price,Sytner Tamworth BMW,29587,217,Automatic,Petrol,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204014204118,£16700,2.0 TDI BlueMotion Tech GT DSG Euro 6 (s/s) 5dr,AMBIENT LIGHTING|SPORTS SEATS,Great price,Motorchoice Stirling,34091,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203294068236,£17499,1.4 TSI SE Nav DSG Euro 6 (s/s) 5dr,£500 FINANCE DEPOSIT CONT,Good price,Richard Hardie Sunderland,28833,,Automatic,Petrol,,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202232853204,£17300,1.5 TSI EVO 150 GT 5dr,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Glasgow London Road Motorstore,28331,,Manual,Petrol,,Hatchback,ULEZ,1.5L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204134635352,£16499,1.4 Tsi Se [Nav] 5Dr,2-YEAR VOLKSWAGEN WARRANTY,Good price,Volkswagen Darlington,22755,,Manual,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204084458348,£19490,2.0 TDI R-Line 5dr DSG,2 Years Approved VW Warranty,Good price,Agnew Volkswagen Mallusk,28256,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203253952792,£14700,1.6 TDI SE 5dr,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Volkswagen (Wishaw),37000,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202082270869,£15500,1.6 TDI SE [Nav] 5dr,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Volkswagen / MG (Rutherglen),30580,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204074395581,£15490,1.6 TDI SE [Nav] 5dr,Sat Nav  Low Mileage Diesel,Good price,Mervyn Stewart Select,34367,,Manual,Diesel,,Hatchback,ULEZ,1.6L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204064355830,£17500,2.0 TDI GT 5dr DSG,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Volkswagen (Linwood),39121,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202222826660,£14599,1.6 S TDI BLUEMOTION TECHNOLOGY 5d 114 BHP LOW MILES FVWSH Two keys.,Low Miles FVWSH Two keys.,Fair price,Wearside Autoparc,38510,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203013068198,£14999,1.0 TSI BlueMotion Tech SE Nav (s/s) 5dr,,Good price,I and K Motors Ltd,31000,,Manual,Petrol,2,Hatchback,ULEZ,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203103414600,£16690,1.6 TDI SE [Nav] 5dr DSG,DSG Paddle Shift,Good price,Evans Halshaw Ford Darlington,33730,,Automatic,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201101196651,£16700,2.0 TDI SE [Nav] 5dr,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Citroen (Kilmarnock),24749,,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201121257272,£16300,1.6 TDI SE [Nav] 5dr,Reduced by a further £500!,Fair price,Arnold Clark Motorstore (Edinburgh),24713,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202092320839,£16300,1.6 TDI GT 5dr,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Greenock,32661,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202111119461409,£17995,1.4 TSI GT Edition ACT 150PS 5Dr,2 Yr Warranty AA & MOT cover,Higher price,T J Hamilton,38100,148,Manual,Petrol,2,Hatchback,ULEZ,1.4L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204134626973,£16750,1.4 TSI SE 5dr DSG,2 Years Approved VW Warranty,Good price,Agnew Volkswagen Belfast,33024,,Automatic,Petrol,,Hatchback,ULEZ,1.4L,
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201251755432,£15800,1.4 TSI SE [Nav] 5dr,FREE DELIVERY UP TO 100 MILES!,Great price,Peter Vardy Carz Dundee,19993,,Manual,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203103394391,£16000,1.6 TDI GT 5dr,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Volkswagen (Linwood),36118,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202252929029,£17300,1.0 TSI Match BlueMotion Edition 5dr DSG,TAKE £500 OFF THE PRICE,Fair price,Arnold Clark Volkswagen (Glasgow North),15129,113,Automatic,Petrol,,Hatchback,ULEZ,1.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202022073224,£18300,2.0 TDI GT 5dr DSG,TAKE £500 OFF THE PRICE,Good price,Arnold Clark Volkswagen (Glasgow North),26823,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204054341952,£12990,1.4 TSI BlueMotion Tech S DSG Euro 6 (s/s) 5dr,ULEZ|VWSH|2KEYS|IMMACULATE,Lower price,Global Cars,27739,,Automatic,Petrol,2,Hatchback,ULEZ,1.4L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202182719561,£16300,1.6 TDI GT 5dr Blue Motion SATNAV Euro 6 Rated,SATNAV Euro 6 Rated,Good price,Dees Of Croydon,21823,,Manual,Diesel,,Hatchback,ULEZ,1.6L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202201141370767,£19250,2.0 TDI BlueMotion Tech GTD DSG (s/s) 5dr,FSH COCKPIT DISPLAY NAV DAB,Lower price,Fleet Cars,40000,,Automatic,Diesel,,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204104503888,£15495,2.0 TDI BlueMotion Tech R-Line Euro 6 (s/s) 3dr,,,Private seller,34000,,Manual,Diesel,2,Hatchback,ULEZ,2.0L,2017
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202202283044579,£19500,2.0 TDI 184 GTD 5dr (19-inch Brescia Alloys)(Front and Rear Parking Sensors,Dual Climate - Xenon Lights,Good price,Preston Motor Park,33378,,Manual,Diesel,,Hatchback,ULEZ,2.0L,2017
